code,brand,name_hu,name_main,calorie,protein,fat,carb,image_url
5999885491209,Brand Food,Panko prézli,Panko prézli,366.0,15.0,1.6,73.0,https://images.openfoodfacts.org/images/products/599/988/549/1209/front_hu.5.400.jpg
5999884751274,Flapjack,,Almond cherry,462.0,6.7,23.1,54.6,
92258785,Ismeretlen,,dfff,0.0,0.0,0.0,0.0,
3083681107241,"Bonduelle, Bonduelle restauration",Veggie Snacks Falafel,Falafel di ceci,196.0,11.0,10.0,12.0,https://images.openfoodfacts.org/images/products/308/368/110/7241/front_it.3.400.jpg
4099200255477,"Bio Natura, Natur Aktiv, Aldi Bio",Bio Creme mit &quot;Aceto Balsamico di Modena I.G.P.&quot; Classic,Creme mit Glassa con &quot;Aceto Balsamico di Modena I.G.P.&quot;,246.0,0.9,0.0,57.0,https://images.openfoodfacts.org/images/products/409/920/025/5477/front_hu.16.400.jpg
5999076237104,BioTechUSA,,Instant Oats Hazelnut Flavoured,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/907/623/7104/front_en.19.400.jpg
8600939212523,Ismeretlen,,ropi,0.0,0.0,0.0,0.0,
85920927,Nestlé,"Párizsi kocka, kávés","Párizsi kocka, kávés",0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/000/008/592/0927/front_hu.4.400.jpg
5999860057031,Piros Mogyorós,Piros Mogyorós,Piros Mogyorós,574.0,6.9,38.9,49.6,https://images.openfoodfacts.org/images/products/599/986/005/7031/front_hu.7.400.jpg
59945390,نستله,,Coffee,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/000/005/994/5390/front_ar.14.400.jpg
5999887391071,Hua Wei,,Mie Nudeln,337.0,13.9,1.3,65.9,
5998038321066,Cornexi,,Epres zabrudi,416.0,5.5,15.0,62.0,https://images.openfoodfacts.org/images/products/599/803/832/1066/front_en.6.400.jpg
5998207721826,Naszálytej,,"Tej, 2,8%",55.0,2.9,2.8,4.6,https://images.openfoodfacts.org/images/products/599/820/772/1826/front_hu.3.400.jpg
5999086443137,Auchan savanyúság,,"Cékla, ecetes",17.0,0.9,0.5,2.2,
5051007139090,Tesco,,Tesco drink,45.0,0.5,0.5,10.0,https://images.openfoodfacts.org/images/products/505/100/713/9090/front_cs.13.400.jpg
5999860497875,Hell Energy,,Red bull,46.0,0.5,0.0,0.0,https://images.openfoodfacts.org/images/products/599/986/049/7875/front_fr.3.400.jpg
5995664224532,Valdor,,Magyaros csirkecombfilé,145.0,19.0,6.5,2.0,
5998038321080,Cornexi,,Sárgabarackos zabrudi,410.0,5.3,14.0,63.0,
5051007146265,Tesco,,"Tej, 1,5% ESL",44.0,2.9,1.5,4.6,
5051701068177,Rastinger Classic,,"Sör, világos 4,0%",29.0,0.2,0.0,1.4,
5051007092814,Tesco,,"Jaffa Cakes, Apricot",378.0,3.6,6.7,74.0,
4099200700434,Snack Fun,"Rizschips, sós","Rizschips, sós",460.0,7.2,17.0,68.0,https://images.openfoodfacts.org/images/products/409/920/070/0434/front_hu.7.400.jpg
5999884968368,Patinás,Grillsajt,Grillsajt,274.0,21.0,20.0,2.5,https://images.openfoodfacts.org/images/products/599/988/496/8368/front_hu.13.400.jpg
4014500512716,Zott,"Élőflórás, erdei gyümölcsös sovány joghurt édesítőszerekkel","Élőflórás, erdei gyümölcsös sovány joghurt édesítőszerekkel",46.0,4.2,0.1,5.0,https://images.openfoodfacts.org/images/products/401/450/051/2716/front_hu.35.400.jpg
5997754102201,Kisteleki,Kisteleki Juhtúró,Kisteleki Juhtúró,260.0,17.9,20.0,2.0,https://images.openfoodfacts.org/images/products/599/775/410/2201/front_hu.6.400.jpg
5051007123211,Tesco,,Tesco Sticks Salted,373.0,10.0,5.7,67.0,https://images.openfoodfacts.org/images/products/505/100/712/3211/front_fr.3.400.jpg
8690686010077,Ackiel,,turkish delight with mixed fruit aroma,0.0,0.2,0.1,90.0,https://images.openfoodfacts.org/images/products/869/068/601/0077/front_en.4.400.jpg
5999886783396,PrimFett,Kacsa és Liba tepertőkrém - csípős,Kacsa és Liba tepertőkrém - csípős,684.0,8.0,60.0,2.0,https://images.openfoodfacts.org/images/products/599/988/678/3396/front_hu.6.400.jpg
5998817520925,Borsodi Friss,,Malna-Afonya 0%”Raspberry-Blueberry,19.0,0.2,0.5,3.4,https://images.openfoodfacts.org/images/products/599/881/752/0925/front_en.11.400.jpg
3083680715409,Bonduelle,Créatif Sombrero 340 g,Créatif Texas,88.0,3.6,1.9,12.0,https://images.openfoodfacts.org/images/products/308/368/071/5409/front_cs.18.400.jpg
15068460,Győri,,Pilóta keksz,505.0,5.6,27.0,58.5,
7630486400662,Merisant,,Canderel with Stevia,312.0,0.0,0.0,0.0,
7622201102272,BelVita,,"Keksz, epres, töltött softy",364.0,4.8,10.0,62.0,
5907627470306,Dublin dairy,vaj,vaj,746.0,1.0,82.0,1.0,https://images.openfoodfacts.org/images/products/590/762/747/0306/front_hu.6.400.jpg
5999033879873,S-Budget,,Vaníliás jégkrém,312.0,3.5,19.0,31.0,
5051007087636,Tesco,,Cézár tortilla wrap,200.0,10.4,7.6,22.2,
5998208926343,Szarvasi Mozzarella,,"Mozzarella Snack, füstölt",267.0,23.0,19.0,1.0,
5999884136651,Privát Hús Kaposvár,,"Karaj, csemege, füstölt, főtt",101.0,16.0,3.6,1.0,
5999076222445,Biotechusa,,Proteínas  Lemon cheessecake,372.0,84.0,1.6,5.2,https://images.openfoodfacts.org/images/products/599/907/622/2445/front_en.3.400.jpg
5999881270020,Ismeretlen,,Salad mix,25.0,1.2,0.5,3.8,
5997347542049,mogyi,Földimogyoró tésztabundában - Chili ízű,Földimogyoró tésztabundában - Chili ízű,497.0,14.0,31.0,39.0,https://images.openfoodfacts.org/images/products/599/734/754/2049/front_hu.12.400.jpg
5999557798278,Hungaro-food,Szentandrási  Pokol tüze szalámi,Szentandrási  Pokol tüze szalámi,468.0,24.0,41.0,0.8,https://images.openfoodfacts.org/images/products/599/955/779/8278/front_hu.6.400.jpg
5998201446060,"Tihany Válogatás,Tihany,Savencia",,Ínyenc Camembert - natúr,291.0,20.0,23.0,1.0,https://images.openfoodfacts.org/images/products/599/820/144/6060/front_en.5.400.jpg
5998400310827,Cerbona,Almás zabszelet cerbona,Almás zabszelet cerbona,401.0,6.8,11.9,65.3,https://images.openfoodfacts.org/images/products/599/840/031/0827/front_hu.5.400.jpg
5996227009702,Wiesbauer,,Csípős grill,325.0,14.6,29.1,1.1,
5998703574155,Ceres,,Bükki Vollkorn szeletek,252.0,8.9,2.4,46.0,
5905009021207,FRoSTA,,Arany halrudak,190.0,13.5,8.9,13.6,https://images.openfoodfacts.org/images/products/590/500/902/1207/front_fr.3.400.jpg
5900020038555,Nestle,,Corn flakes,387.0,7.4,1.4,82.9,https://images.openfoodfacts.org/images/products/590/002/003/8555/front_en.20.400.jpg
8584004010736,Sedita,Kakaove rezy,Kakaové řezy banánové,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/858/400/401/0736/front_hu.3.400.jpg
5999880877893,Virágoskút,Bio Csípős Rózsa,Bio Csípős Rózsa,24.0,1.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/988/087/7893/front_hu.6.400.jpg
40858210,müller,,Riso rice & milk cinnamon,107.0,3.2,2.4,18.0,https://images.openfoodfacts.org/images/products/000/004/085/8210/front_en.31.400.jpg
5941445671729,Nutline,,"Směs suchých skořápkových plodů, pražených a loupaných arašídů a rozinek",536.0,16.0,37.0,32.0,https://images.openfoodfacts.org/images/products/594/144/567/1729/front_cs.15.400.jpg
5999033864749,spar,Burgonyaszirom,Burgonyaszirom,0.0,1.8,31.0,59.0,https://images.openfoodfacts.org/images/products/599/903/386/4749/front_hu.4.400.jpg
5995535040803,Ismeretlen,,brown mushrooms,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/553/504/0803/front_fr.3.400.jpg
5998208926244,Szarvasi,,Mozzarella light Mini,205.0,23.7,12.0,1.0,https://images.openfoodfacts.org/images/products/599/820/892/6244/front_en.4.400.jpg
8719200003392,Flora,,Margarin Original Omega 3&6,398.0,0.5,45.0,0.5,
5999033885171,"S-Budget, Szarvasi Mozzarella Kft.",,Mozzarella Light,207.0,23.7,12.0,1.0,
24236072,"SweetValley, Aldi",,"Meggy, I. Osztály, gyorsfagyasztott, magozott",47.0,0.5,0.5,11.0,
5997148703526,abonett,,CRACKERBREAD WITH BUCKWHEAT,384.0,10.0,4.2,71.0,
5999104000434,Ismeretlen,,Triple Zero Spaghetti with basil,0.0,0.7,0.0,0.0,https://images.openfoodfacts.org/images/products/599/910/400/0434/front_fr.3.400.jpg
5999104000342,Ismeretlen,,High protein pasta Pipette,333.0,30.2,2.5,36.7,https://images.openfoodfacts.org/images/products/599/910/400/0342/front_fr.3.400.jpg
4088500661385,"Irish Butter, spreadable, ALDI",,burro,743.0,0.6,82.0,0.7,https://images.openfoodfacts.org/images/products/408/850/066/1385/front_en.25.400.jpg
5997381369008,Dr.Oetker,Flocons avoine framboise,Flocons avoine framboise,109.0,3.9,1.6,18.0,https://images.openfoodfacts.org/images/products/599/738/136/9008/front_hu.15.400.jpg
7999833877800,Ismeretlen,,spar,0.0,0.0,0.0,0.0,
5998200563690,"Riska, Alföldi Tej Kft.",,"Tej, 1,5%, UHT",44.0,3.0,1.5,4.7,
5998200749599,Pöttyös,,"Guru, mogyoróvaj",429.0,11.3,25.0,39.5,
5999076226290,Ismeretlen,,Whey protein,377.0,84.0,1.6,5.2,
5999100021525,Scitec nutrition,,Whey protein,382.0,72.0,5.5,9.9,https://images.openfoodfacts.org/images/products/599/910/002/1525/front_en.9.400.jpg
20962470,snack day,Snack Day - Puffasztott barnarizs-chips (Sajtos),Snack Day - Puffasztott barnarizs-chips (Sajtos),472.0,8.0,17.0,70.0,https://images.openfoodfacts.org/images/products/000/002/096/2470/front_hu.19.400.jpg
5995099429083,Ismeretlen,,Fütyülős mézes barack,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/509/942/9083/front_fr.3.400.jpg
24230766,"Goldland, ALDI",,"Tojás, mélyalmos, A oszt., L méret: 63-73g, 10db",147.0,11.3,10.0,0.7,
4018077773334,"Lorenz,Bahlsen,Crunchips","Crunchips X-cut, sós","Crunchips X-cut, sós",518.0,5.4,32.0,50.0,https://images.openfoodfacts.org/images/products/401/807/777/3334/front_hu.35.400.jpg
5060639122646,Monster,,Monster zero,3.0,0.0,0.0,1.4,https://images.openfoodfacts.org/images/products/506/063/912/2646/front_fr.3.400.jpg
5995662952208,Orsi,Libamáj - klasszik,Libamáj - klasszik,418.0,7.5,42.0,2.5,https://images.openfoodfacts.org/images/products/599/566/295/2208/front_hu.7.400.jpg
20084431,Sol & Mar,Black Beans,Černé fazole 820 g,82.0,6.0,0.4,10.0,https://images.openfoodfacts.org/images/products/000/002/008/4431/front_hu.34.400.jpg
5060639128709,Monster,,Monster - Ultra Paradise,2.8,0.0,0.0,0.9,https://images.openfoodfacts.org/images/products/506/063/912/8709/front_en.4.400.jpg
8595643802859,"Miil,Polabské mlékárny",,Tvaroh polotučný,90.0,10.0,3.8,4.0,https://images.openfoodfacts.org/images/products/859/564/380/2859/front_en.3.400.jpg
42419068,Müller,,Riso Protein s vanilkovou pŕíchuťou,96.0,8.0,2.8,9.4,https://images.openfoodfacts.org/images/products/000/004/241/9068/front_sk.3.400.jpg
5999884083269,Sweetness,,Truffes,562.0,3.8,38.0,48.0,
7622201107314,Milka,,Mandel Crisp and Creme Chocolate,568.0,6.3,37.0,52.0,https://images.openfoodfacts.org/images/products/762/220/110/7314/front_fr.10.400.jpg
5999076238934,BiotechUSA,,Protein bar,370.0,30.0,17.0,31.0,https://images.openfoodfacts.org/images/products/599/907/623/8934/front_en.5.400.jpg
5999033874168,Spar,,Szalámi,446.0,21.0,40.0,0.5,https://images.openfoodfacts.org/images/products/599/903/387/4168/front_en.4.400.jpg
4056489254157,Crownfield,,bio organic oat flakes,364.0,14.2,6.9,55.1,https://images.openfoodfacts.org/images/products/405/648/925/4157/front_en.87.400.jpg
5999033874878,Spar,Tanyasi kenhető húskészítmény,Tanyasi kenhető húskészítmény,293.0,6.7,27.7,4.2,https://images.openfoodfacts.org/images/products/599/903/387/4878/front_hu.7.400.jpg
5998094550080,"Regina,Szatmári Konzervgyár","Uborka savanyúság, 3-5 cm","Uborka savanyúság, 3-5 cm",17.0,0.5,0.1,2.9,https://images.openfoodfacts.org/images/products/599/809/455/0080/front_hu.10.400.jpg
4056489273547,Crownfield,,6 CEREALES MIX & MATCH,367.0,10.7,5.4,64.4,https://images.openfoodfacts.org/images/products/405/648/927/3547/front_es.5.400.jpg
3017760524797,"Győri,Mondelez,Mondelez International",Dörmi,Dörmi,387.0,6.1,15.0,58.0,https://images.openfoodfacts.org/images/products/301/776/052/4797/front_hu.6.400.jpg
5998304067377,Házias Ízek,Szegedi csípős gulyás,Szegedi csípős gulyás,130.0,3.9,9.1,8.0,https://images.openfoodfacts.org/images/products/599/830/406/7377/front_hu.7.400.jpg
8594014869842,Nutrend,,Delicious Vegan 60% Protein (Pistachio Marzipan),391.0,60.0,11.0,9.0,https://images.openfoodfacts.org/images/products/859/401/486/9842/front_cs.11.400.jpg
4099200011752,Sweet valley,,purea di mele,69.0,0.0,0.0,17.0,https://images.openfoodfacts.org/images/products/409/920/001/1752/front_it.3.400.jpg
5998400373785,Cerbona,,Barre muesli,405.0,6.2,13.3,65.1,
90162404,Red Bull,,Red Bull,46.6,0.0,0.0,11.0,https://images.openfoodfacts.org/images/products/000/009/016/2404/front_fr.3.400.jpg
5998038319414,Delicious,,Zabkása,360.0,12.0,6.8,66.0,https://images.openfoodfacts.org/images/products/599/803/831/9414/front_en.3.400.jpg
5999546790092,Cheeseland,"Cottage Cheese - Zöldfűszeres, Zsírszegény",Zöldfűszeres cottage cheese,77.0,11.0,2.2,3.2,
5998400305519,cerbona,,müzli banános banana,7400.0,200.0,280.0,1200.0,https://images.openfoodfacts.org/images/products/599/840/030/5519/front_en.4.400.jpg
5998400305458,Ismeretlen,,Müzliszelet,436.0,5.1,16.3,67.8,
5999086419194,Ismeretlen,,Müzliszelet,402.0,5.4,10.0,70.0,
5998200740497,"Oké!,Milli",Félzsíros rögös túró,Félzsíros rögös túró,132.0,15.0,6.9,1.8,https://images.openfoodfacts.org/images/products/599/820/074/0497/front_hu.7.400.jpg
5999086440280,Auchan,Kockázott bacon,Kockázott bacon,368.0,12.0,35.0,1.2,https://images.openfoodfacts.org/images/products/599/908/644/0280/front_hu.9.400.jpg
5902431270395,"dublin dairy, euroser.pl",,"Cheddar, irish, red",390.0,26.0,32.0,0.0,
5997536302072,"DANONE,Данон",,ДАНОН АКТИВИЯ ЧЕРЕШААНАНАС,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/753/630/2072/front_en.3.400.jpg
5999563455677,Ismeretlen,,Sel de l himalaya,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/956/345/5677/front_fr.3.400.jpg
5998207919162,Ismeretlen,,Labnita,160.0,7.0,14.0,1.6,https://images.openfoodfacts.org/images/products/599/820/791/9162/front_fr.3.400.jpg
5998202600034,Kuntej,,"Tej, 2,8%",55.2,2.9,2.8,4.6,
5051007133371,Tesco,,Strawberry cone,249.0,3.0,9.8,37.0,
5051007140362,Tesco,,Vanilla flavoured pudding,88.0,1.1,2.3,15.8,
5051007128964,Tesco,,Turkey & Chicken Burgers,254.0,14.6,12.1,20.9,
8433262100010,Tesco,,Áfonya - Blueberry,57.0,0.7,0.3,14.5,
4061461437497,Natur aktiv,,Bio Cashew Drink,26.0,0.5,1.3,2.9,https://images.openfoodfacts.org/images/products/406/146/143/7497/front_it.3.400.jpg
5999033879866,"S-Budget, Spar",,Tejszín ízű jégkrém,323.0,4.3,22.7,25.0,
20980221,"Ballino, Lidl",,Vaníliaízű jégkrém - Vanilla flavoured ice cream,352.0,3.3,27.5,22.8,
5999033887342,Spar enjoy.,,Rántott csirkemelles szendvics védőgázas csomagolásban,124.0,5.5,5.9,12.1,
5999090110278,TESCO,,Sertés-marha darálthús,227.0,17.0,18.0,0.0,
5051007118767,Tesco,,Sonkás tojásos szendvics,214.0,8.8,9.3,23.0,
5051007117920,Tesco,,Rántott csirkés wrap tortilla,230.0,7.8,12.7,20.6,
5999033881777,"S-Budget, Spar",,"Csemegekukorica, morzsolt, vákuumzárású",105.0,2.7,1.2,19.0,
20155063,,Sós sütemény,Sós sütemény,0.0,0.0,0.0,0.0,
5998200452130,"Mizo, Bonafarm",,"Kefír, kaukázusi",54.0,3.6,2.7,3.8,
5999508553031,Tellér,,"Tarkabab, étkezési, száraz",333.0,23.6,0.8,60.0,
5051007120517,Tesco,,"Csilis bab rizzsel, Mexikó ízei",114.0,4.1,3.2,16.7,
5998038320991,Cornexi,Zabrudi málnás,Zabrudi málnás,416.0,5.5,15.0,62.0,https://images.openfoodfacts.org/images/products/599/803/832/0991/front_hu.6.400.jpg
5999076238835,BiotechUSA,,ISO Whey Zero Raspberry,372.0,84.0,1.6,5.2,https://images.openfoodfacts.org/images/products/599/907/623/8835/front_en.4.400.jpg
9100000757377,Ismeretlen,,Spar S Budget Orange Juice,45.0,0.7,0.5,9.4,
5449000236951,Fuze Tea,,Passionfruit,1.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/544/900/023/6951/front_fr.3.400.jpg
5998400307827,Ismeretlen,,Zabpehely,372.0,13.0,7.0,59.1,https://images.openfoodfacts.org/images/products/599/840/030/7827/front_en.4.400.jpg
4099200013565,Le Gusto,,Tomaten Ketchup ohne Zuckerzusatz,50.0,1.6,0.4,8.3,https://images.openfoodfacts.org/images/products/409/920/001/3565/front_fr.3.400.jpg
5997347540960,mogyi,"paradicsomos, pirított, sokmagvas kenyérkarika 5% olívaolajjal","paradicsomos, pirított, sokmagvas kenyérkarika 5% olívaolajjal",384.0,12.0,14.0,49.0,https://images.openfoodfacts.org/images/products/599/734/754/0960/front_en.6.400.jpg
5998038320298,Ismeretlen,,Chocolate active bar,383.0,28.0,16.0,22.0,
5999033888813,"Spar, Hazai",,"Tej, 1,5%, ESL",45.0,3.2,1.5,4.7,
5998002334566,"Gardengrill, Pápai hús",,"Grillkolbász, tormás sertés",256.0,18.0,19.0,3.3,
5998207919179,Hajdú,,"Grillsajt, Burger",315.0,21.0,25.0,1.5,
5999033800532,"Spar, Regnum",,"Grillkolbász, Magyaros BBQ",299.0,14.6,26.1,1.5,
5998003164094,Pick Szeged,,Saucisson Pick,520.0,24.0,47.0,0.5,
5996379376981,Haribo,,Wummis,349.0,4.5,0.5,82.0,
5900020037930,Nestle,,Corn Flakes Honey & Nut gluten free,396.0,7.6,4.4,79.0,https://images.openfoodfacts.org/images/products/590/002/003/7930/front_en.10.400.jpg
4061459535853,"Aldi, ENJOY FREE",Gluténmentes penne,Pasta,356.0,7.2,2.4,75.0,https://images.openfoodfacts.org/images/products/406/145/953/5853/front_hu.8.400.jpg
5998200566943,Alföldi Tej,Magyar trappista sajt,Magyar trappista sajt,346.0,26.5,26.0,1.5,https://images.openfoodfacts.org/images/products/599/820/056/6943/front_hu.4.400.jpg
42099321,Coca-Cola,,Natur aqua,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/000/004/209/9321/front_fr.3.400.jpg
4056489272410,"Amanie,Lidl","Szőlőcukor pasztilla, citromízű","Szőlőcukor pasztilla, citromízű",363.0,0.0,0.0,90.7,https://images.openfoodfacts.org/images/products/405/648/927/2410/front_hu.13.400.jpg
4056489272403,"Amanie,Lidl","Szőlőcukor pasztilla, natúr","Szőlőcukor pasztilla, natúr",363.0,0.0,0.0,90.6,https://images.openfoodfacts.org/images/products/405/648/927/2403/front_hu.4.400.jpg
5999567470034,Polcz,Mexikói zöldségragu,Mexikói zöldségragu,132.0,5.9,4.6,13.7,https://images.openfoodfacts.org/images/products/599/956/747/0034/front_hu.7.400.jpg
5999076223800,Biotech,,Protein shake,119.0,26.0,0.6,2.0,
5999564154906,Szafi,,Keksz,325.0,12.5,3.0,58.4,
4099200074603,ENJOY free!,Biscotti al burro con albicocca,Biscotti al burro con albicocca,463.0,2.1,19.0,72.0,https://images.openfoodfacts.org/images/products/409/920/007/4603/front_hu.18.400.jpg
5999886224189,CL Sweet & Food Zrt.,Egy falat Szeretet,Egy falat Szeretet,0.0,5.2,34.8,54.6,https://images.openfoodfacts.org/images/products/599/988/622/4189/front_hu.13.400.jpg
2821019990001,Ismeretlen,Sondico Football,Sondico Football,567.0,1.8,36.0,58.0,https://images.openfoodfacts.org/images/products/282/101/999/0001/front_hu.5.400.jpg
5998274306551,panzi,panzi,panzi,0.0,0.0,0.0,0.0,
5999076236688,"Biotech usa, BiotechUSA",,Protein bar,370.0,30.0,17.0,31.0,https://images.openfoodfacts.org/images/products/599/907/623/6688/front_en.7.400.jpg
5999033886642,Ismeretlen,,Esl tej,44.0,3.0,1.5,4.7,
5997788149326,Mizse,Mizse természetes ásványvíz,Mizse természetes ásványvíz,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/778/814/9326/front_hu.4.400.jpg
5060166693015,Monster,Monster,Monster,47.0,0.0,0.0,12.0,https://images.openfoodfacts.org/images/products/506/016/669/3015/front_fr.29.400.jpg
4305615678771,"enerBio, Rossmann",Superfood szelet kakaó & kakaóbab,Superfoodriegel Kakao & Kakonibs,416.0,11.0,20.0,43.0,https://images.openfoodfacts.org/images/products/430/561/567/8771/front_hu.17.400.jpg
5997536302201,Danone,"Kaukázusi kefir, lágy ízű","Kaukázusi kefir, lágy ízű",54.0,3.2,2.5,3.9,https://images.openfoodfacts.org/images/products/599/753/630/2201/front_hu.14.400.jpg
5999564154784,Szafi,,Zabdara,332.0,10.7,7.0,55.7,
24188180,Happy Harvest,Rizskása étcsokoládéval és inulinnal,Rizskása étcsokoládéval és inulinnal,413.0,4.3,10.0,73.0,https://images.openfoodfacts.org/images/products/000/002/418/8180/front_hu.7.400.jpg
24188227,Happy Harvest,Rizskása chia maggal és inulinnal,Rizskása chia maggal és inulinnal,411.0,6.9,11.0,68.0,https://images.openfoodfacts.org/images/products/000/002/418/8227/front_hu.7.400.jpg
5997148703588,abonett,,Crackbread with linseed,392.0,10.0,6.7,67.0,https://images.openfoodfacts.org/images/products/599/714/870/3588/front_fr.3.400.jpg
5999884034650,HELL ENERGY,Hell Energy Drink,Hell Energy Drink,46.0,0.0,0.0,10.9,https://images.openfoodfacts.org/images/products/599/988/403/4650/front_hu.17.400.jpg
8719200115033,Upfield,,Rama,664.0,0.5,75.0,0.5,https://images.openfoodfacts.org/images/products/871/920/011/5033/front_cs.12.400.jpg
2090375003476,Spar Natur*pur,,Bio müsli,397.0,5.1,12.0,65.0,https://images.openfoodfacts.org/images/products/209/037/500/3476/front_fr.3.400.jpg
5998038320250,Ismeretlen,,Coconut active protein bar,400.0,28.0,19.0,20.0,
8594177021767,Vegun,,Vegan Jerky,288.0,27.5,5.0,32.6,https://images.openfoodfacts.org/images/products/859/417/702/1767/front_en.28.400.jpg
8594177021750,"Vegun,VegSnack",,Vegan Jerky BBQ,302.0,28.9,7.9,28.1,https://images.openfoodfacts.org/images/products/859/417/702/1750/front_en.21.400.jpg
5999861658053,Ismeretlen,,Protein Pancake,299.0,33.8,5.2,29.3,https://images.openfoodfacts.org/images/products/599/986/165/8053/front_en.4.400.jpg
5998200746802,Pöttyös,,Tejsüti,444.0,6.7,27.0,43.0,
5998200460180,Mizo,madártej,madártej,84.0,2.8,2.8,12.0,https://images.openfoodfacts.org/images/products/599/820/046/0180/front_hu.20.400.jpg
5997536301242,Ismeretlen,,Activia reggeli,114.0,4.5,3.2,17.0,
4000436506066,Ammerländer,Trapista sajt,Trapista sajt,315.0,27.0,23.0,0.1,https://images.openfoodfacts.org/images/products/400/043/650/6066/front_hu.24.400.jpg
4056489069867,"Hazánk Kincsei,Lidl",Zselici teljes tej,Zselici teljes tej,62.0,2.9,3.6,4.5,https://images.openfoodfacts.org/images/products/405/648/906/9867/front_hu.10.400.jpg
20101053,sodney,75% kakaós krémmel töltött ostya,75% kakaós krémmel töltött ostya,495.0,5.3,24.1,62.3,https://images.openfoodfacts.org/images/products/000/002/010/1053/front_hu.54.400.jpg
5999074608296,Ági,Mézes Bodzavirág-Lime Szörp,Mézes Bodzavirág-Lime Szörp,344.0,0.5,0.5,84.0,https://images.openfoodfacts.org/images/products/599/907/460/8296/front_hu.4.400.jpg
5999565991074,Multi Kollagén,Mannavita,Mannavita,360.0,89.9,0.0,0.0,https://images.openfoodfacts.org/images/products/599/956/599/1074/front_hu.4.400.jpg
8718973062704,lidl,lidl stikeez,lidl stikeez,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/871/897/306/2704/front_hu.4.400.jpg
5998339700225,Kaiser Food,Csabai Szárazkolbász,Csabai Szárazkolbász,510.0,21.0,47.0,0.3,https://images.openfoodfacts.org/images/products/599/833/970/0225/front_hu.4.400.jpg
5051007115445,Tesco,,Almonds,677.0,21.0,63.0,8.7,https://images.openfoodfacts.org/images/products/505/100/711/5445/front_en.4.400.jpg
8594002675899,ekofrukt,Protein Bar Apricot Yoghurt,Protein Bar apricot yoghurt,395.0,35.1,12.5,32.0,https://images.openfoodfacts.org/images/products/859/400/267/5899/front_en.3.400.jpg
8595564511823,Bona Vita,,Musli,449.0,8.2,15.0,67.0,https://images.openfoodfacts.org/images/products/859/556/451/1823/front_fr.3.400.jpg
5999887489419,Püski,Vékonykolbász erős,Vékonykolbász erős,491.0,21.4,44.7,0.8,https://images.openfoodfacts.org/images/products/599/988/748/9419/front_hu.4.400.jpg
4014500518916,Zott,,Barackos rozmaringos jogobella,75.0,2.4,1.0,13.2,
4388860272277,Penny,,VEGETABLE STIR-FRY CALIFORNIA STYLE,62.0,2.5,2.9,4.3,https://images.openfoodfacts.org/images/products/438/886/027/2277/front_en.5.400.jpg
5998200463297,"Farmer,Sole-Mizo","Farmer tej, 2,8%","Farmer tej, 2,8%",56.0,3.0,2.8,4.7,https://images.openfoodfacts.org/images/products/599/820/046/3297/front_hu.10.400.jpg
4099200097657,Milfina,,Grand Passion,119.0,2.8,4.9,19.0,https://images.openfoodfacts.org/images/products/409/920/009/7657/front_hu.4.400.jpg
5060751214267,"Monster Energy, Monster Energy Company",,ULTRA FIESTA MANGO,3.0,0.0,0.0,1.4,https://images.openfoodfacts.org/images/products/506/075/121/4267/front_es.3.400.jpg
5999076238231,Biotech,,Pure whey,363.3,70.0,6.3,6.0,https://images.openfoodfacts.org/images/products/599/907/623/8231/front_en.7.400.jpg
8586017257122,Lunter,,Tofu pikantní párky,225.0,12.0,18.0,2.7,https://images.openfoodfacts.org/images/products/858/601/725/7122/front_sk.30.400.jpg
5998200473685,Mizo,,Coffee Melange,72.0,2.9,2.6,9.2,https://images.openfoodfacts.org/images/products/599/820/047/3685/front_en.4.400.jpg
5997289701313,Maroni,,Gesttenye Marci Házi meggydzsemes,295.0,3.5,10.2,46.0,https://images.openfoodfacts.org/images/products/599/728/970/1313/front_hu.4.400.jpg
5060337500982,Monster Energy,,Monster energy ultra,2.0,0.0,0.0,0.9,https://images.openfoodfacts.org/images/products/506/033/750/0982/front_en.36.400.jpg
5997880506584,trendavit,,eritrit & stevia,0.0,0.0,0.0,99.4,https://images.openfoodfacts.org/images/products/599/788/050/6584/front_en.21.400.jpg
5997684506353,"Karaván,Karavan,Savencia",Karaván Parenyica,Karaván Parenyica,273.0,23.0,19.0,2.1,https://images.openfoodfacts.org/images/products/599/768/450/6353/front_hu.7.400.jpg
20156718,Lidl,Körte zero víz,Körte zero víz,1.0,0.0,0.0,0.5,https://images.openfoodfacts.org/images/products/000/002/015/6718/front_hu.6.400.jpg
