code,brand,name_hu,name_main,calorie,protein,fat,carb,image_url
5998201222633,Cirmi,,Tej 1.5%,45.0,3.2,1.5,4.7,https://images.openfoodfacts.org/images/products/599/820/122/2633/front_en.3.400.jpg
5998171700261,Szíjártó,,Tojás,147.0,12.6,9.9,0.8,https://images.openfoodfacts.org/images/products/599/817/170/0261/front_en.3.400.jpg
4000540030105,Kölln,Zabpehely - finomszemű,Zabpehely - finomszemű,361.0,14.0,6.7,56.0,https://images.openfoodfacts.org/images/products/400/054/003/0105/front_hu.8.400.jpg
5999100024625,Scitec Nutrition,,Anabolic ISO + Hydro,411.1,92.6,1.9,7.0,
8595054904944,Fit,,Rice porridge strawberry&vanilla flavour,405.0,6.5,10.0,68.3,https://images.openfoodfacts.org/images/products/859/505/490/4944/front_en.4.400.jpg
4099200006383,Ismeretlen,Le Bourgeron,Le Bourgeron,352.0,16.0,32.0,0.5,https://images.openfoodfacts.org/images/products/409/920/000/6383/front_hu.7.400.jpg
5999100027435,Scitec Nutrition,Protein Ice Cream - Red Berry,Protein Ice Cream - Red Berry,448.0,38.0,23.0,18.0,https://images.openfoodfacts.org/images/products/599/910/002/7435/front_hu.8.400.jpg
5998001689278,Karát,Pokol szalámi,Pokol szalámi,472.0,23.0,42.0,0.3,https://images.openfoodfacts.org/images/products/599/800/168/9278/front_hu.3.400.jpg
5998201228857,Milfina,,"Tej laktózmentes 2,8%",57.0,3.1,2.9,4.7,
5999033884631,Ismeretlen,,Spar csokis tejberizs,106.0,3.1,3.0,17.0,
5998400308510,Ismeretlen,,Afonyas slim bar,349.0,5.1,9.3,69.6,
8595054907105,Fit,,Rice porridge blueberry flavour,412.0,6.0,10.0,71.7,https://images.openfoodfacts.org/images/products/859/505/490/7105/front_en.3.400.jpg
70065152,Fit,,Rice porridge with chia seeds,418.0,8.5,11.0,68.3,https://images.openfoodfacts.org/images/products/000/007/006/5152/front_en.3.400.jpg
8595054907006,Fit,,Rice porridge salted caramel and almond flavour,415.0,8.0,10.0,70.0,https://images.openfoodfacts.org/images/products/859/505/490/7006/front_en.3.400.jpg
5999561210452,Ismeretlen,,Hajdú edam sajt,314.0,26.0,23.0,0.5,
5999086453143,Auchan,Tej - UHT,Tej - UHT,32.0,3.1,0.1,4.7,https://images.openfoodfacts.org/images/products/599/908/645/3143/front_hu.4.400.jpg
5410673007308,Ben's Original,Basmati rizs főzőtasakos,Basmati rizs főzőtasakos,132.0,3.1,0.4,29.0,https://images.openfoodfacts.org/images/products/541/067/300/7308/front_hu.13.400.jpg
5999033880220,Spar Free From,,Gyorsfagyasztott sárgabarack töltelékes gombóc,178.0,1.4,3.6,32.0,https://images.openfoodfacts.org/images/products/599/903/388/0220/front_en.3.400.jpg
5997523346430,Ismeretlen,,Duck smack,112.0,2.5,4.6,14.4,
4099200701257,American,Csirkemell csíkok - Cornflakes,Csirkemell csíkok - Cornflakes,235.0,12.0,9.9,23.0,https://images.openfoodfacts.org/images/products/409/920/070/1257/front_hu.5.400.jpg
5999564520480,Coop,,Fried chicken breast,210.0,14.0,10.0,16.0,https://images.openfoodfacts.org/images/products/599/956/452/0480/front_en.3.400.jpg
5999564520121,Fit,,Fried pork chop,210.0,12.0,9.1,20.0,https://images.openfoodfacts.org/images/products/599/956/452/0121/front_en.3.400.jpg
20684181,Hazánk Kincsei,Vajkrém póréhagymával,Vajkrém póréhagymával,378.0,2.5,39.0,4.0,https://images.openfoodfacts.org/images/products/000/002/068/4181/front_hu.19.400.jpg
4056489111078,VitaD'Or,Half-fat Margarine with Olive Oil,Half-fat Margarine with Olive Oil,353.0,0.5,39.0,0.6,
5996404398339,Ismeretlen,,Queijo Vaca que ri,23.0,1.7,1.3,0.9,
5995885821886,Gallio,Sajtos pulykavirsli,Sajtos pulykavirsli,225.0,12.0,18.0,3.7,https://images.openfoodfacts.org/images/products/599/588/582/1886/front_hu.3.400.jpg
4099200044132,Ponnáth,Pulykamellsonka,Pulykamellsonka,107.0,21.0,2.0,1.0,https://images.openfoodfacts.org/images/products/409/920/004/4132/front_hu.9.400.jpg
9771789446808,Ismeretlen,,jjkk,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/977/178/944/6808/front_en.3.400.jpg
5997347543008,Salty roppanj rá,,Peanuts and raisins,467.0,14.0,25.0,44.0,https://images.openfoodfacts.org/images/products/599/734/754/3008/front_en.3.400.jpg
5997622701116,Ismeretlen,,Egri Natúr Szendvicstúró,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/762/270/1116/front_en.8.400.jpg
5999033866040,"Spar,Hamé",Hamburgeres melegszendvicskrém,Hamburgeres melegszendvicskrém,171.0,5.8,11.7,9.8,https://images.openfoodfacts.org/images/products/599/903/386/6040/front_hu.4.400.jpg
8595139789763,Globus,Pizzás melegszendvicskrém,Pizzás melegszendvicskrém,125.0,6.2,5.5,11.8,https://images.openfoodfacts.org/images/products/859/513/978/9763/front_hu.4.400.jpg
5999076239030,BioTechUSA,,Super Fruit Bar Mango,407.0,8.1,15.0,56.0,
4001686828854,Haribo,,SpringMazing,354.0,3.7,1.3,81.0,https://images.openfoodfacts.org/images/products/400/168/682/8854/front_fr.3.400.jpg
5999885198146,Szatmári,,Natúr Joghurt,55.0,3.1,3.0,4.0,
4061463926487,Bio Natura,Bio teljes tej,Vollmilch,68.0,3.4,3.9,4.8,https://images.openfoodfacts.org/images/products/406/146/392/6487/front_hu.7.400.jpg
5998200750779,Pöttyös,,#rudikornis,350.0,9.3,17.7,40.0,https://images.openfoodfacts.org/images/products/599/820/075/0779/front_en.3.400.jpg
2922740013073,Tolle,Light trappista,Light trappista,228.0,32.0,11.0,0.2,https://images.openfoodfacts.org/images/products/292/274/001/3073/front_hu.10.400.jpg
5999885840946,Abso,,Abso crispy chocolate bar,441.0,23.0,26.0,26.0,https://images.openfoodfacts.org/images/products/599/988/584/0946/front_en.5.400.jpg
4056489303930,Sondey,Roger classic,Roger classic,505.0,6.2,26.1,58.8,https://images.openfoodfacts.org/images/products/405/648/930/3930/front_hu.22.400.jpg
5997349307127,Mantaro,,Hot chocolate white chocolate flavour,420.0,3.2,7.6,84.0,https://images.openfoodfacts.org/images/products/599/734/930/7127/front_en.3.400.jpg
5997349307103,Mantaro,,Hot chocolate,388.0,4.8,6.0,76.0,https://images.openfoodfacts.org/images/products/599/734/930/7103/front_en.3.400.jpg
24229364,Merian Foods,Koktél frankfurti csirke virsli,Koktél frankfurti csirke virsli,199.0,11.0,16.0,2.7,https://images.openfoodfacts.org/images/products/000/002/422/9364/front_hu.8.400.jpg
4099200055824,Grandessa,,Marille,173.0,0.6,0.0,40.0,https://images.openfoodfacts.org/images/products/409/920/005/5824/front_en.3.400.jpg
5998400304130,Cerbona,Müzli (piros gyümölcsös),Müzli (red frutis),335.0,5.0,7.0,74.5,https://images.openfoodfacts.org/images/products/599/840/030/4130/front_en.14.400.jpg
5999885485314,Ismeretlen,Civita fussili tészta,Civita fussili tészta,0.0,5.3,0.9,75.8,https://images.openfoodfacts.org/images/products/599/988/548/5314/front_hu.5.400.jpg
5902481120473,Ismeretlen,Granus hosszúszemű rizs,Granus hosszúszemű rizs,353.0,6.7,0.7,78.9,https://images.openfoodfacts.org/images/products/590/248/112/0473/front_hu.3.400.jpg
5997848514651,Ismeretlen,Natura burgonyapehely,Natura burgonyapehely,338.0,10.6,0.3,72.7,https://images.openfoodfacts.org/images/products/599/784/851/4651/front_hu.3.400.jpg
5998400310926,Cerbona,"Rizskása, áfonyás","Rizskása, áfonyás",366.0,4.5,3.2,78.0,https://images.openfoodfacts.org/images/products/599/840/031/0926/front_hu.21.400.jpg
5998207771692,Tarka,,Cranberry and raspberry  yoghurt,34.0,3.3,0.1,5.0,
5998400312241,Cerbona,,Csokis zabkása,367.0,10.2,4.7,66.7,https://images.openfoodfacts.org/images/products/599/840/031/2241/front_hu.5.400.jpg
5998207700135,Toffini tofu,Füstölt Tofu,"Tofu, smoked",146.0,12.5,9.5,2.0,https://images.openfoodfacts.org/images/products/599/820/770/0135/front_en.3.400.jpg
5995099833774,Ismeretlen,Kislaki Légli Géza  birtokfehér+birtokvörös csomag,Kislaki Légli Géza  birtokfehér+birtokvörös csomag,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/509/983/3774/front_hu.3.400.jpg
5999514816250,Ismeretlen,Tornai Juhfark,Tornai Juhfark,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/951/481/6250/front_hu.3.400.jpg
5995927811059,Chicken breast sandwich meat,,Ef ef,110.0,14.0,4.9,2.4,https://images.openfoodfacts.org/images/products/599/592/781/1059/front_en.3.400.jpg
2878740000882,Blu fou blue cheese,,Milbona selection,389.0,23.0,33.0,0.0,https://images.openfoodfacts.org/images/products/287/874/000/0882/front_en.3.400.jpg
5051007116060,Tesco,,Sesame seeds,598.0,25.0,51.0,2.2,https://images.openfoodfacts.org/images/products/505/100/711/6060/front_en.3.400.jpg
3083681063356,Bonduelle,Vapeur mexikói zöldségkeverék 400 g,Vapeur Mexico mix,58.0,3.2,0.7,7.5,https://images.openfoodfacts.org/images/products/308/368/106/3356/front_ro.3.400.jpg
5999033888912,Spar,,Coconut oil,90.0,0.0,79.0,0.0,https://images.openfoodfacts.org/images/products/599/903/388/8912/front_en.3.400.jpg
5999100006027,Ismeretlen,,"Muffins, protéiné",519.0,26.0,28.0,43.0,
5997347540847,mogyi,Napraforgómag -  édes chili,Napraforgómag -  édes chili,589.0,20.0,50.0,11.0,https://images.openfoodfacts.org/images/products/599/734/754/0847/front_hu.7.400.jpg
5999100027633,Ismeretlen,,Protein bar,396.0,22.0,22.0,33.0,https://images.openfoodfacts.org/images/products/599/910/002/7633/front_en.4.400.jpg
9100000908434,S Budget,French Fries,French Fries,115.0,2.1,2.4,20.0,https://images.openfoodfacts.org/images/products/910/000/090/8434/front_hu.7.400.jpg
8720182011640,"Knorr,Unilever",,Toskánská tomatová polévka,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/872/018/201/1640/front_cs.5.400.jpg
5999033893282,Spar,Wellness virsli light,Wellness virsli light,177.0,14.6,13.0,0.5,https://images.openfoodfacts.org/images/products/599/903/389/3282/front_hu.9.400.jpg
4099200044187,Ponnath,Royal csirkemellsonka zöldfűszerekkel,Royal csirkemellsonka zöldfűszerekkel,107.0,21.0,2.0,1.0,https://images.openfoodfacts.org/images/products/409/920/004/4187/front_hu.8.400.jpg
5999887702310,Hester’s life,,Strawberry porridge,352.0,11.0,5.6,63.0,
5997590500117,Jagdfeld Gungaria,,Gofri vafle,433.0,8.6,25.6,40.0,https://images.openfoodfacts.org/images/products/599/759/050/0117/front_en.9.400.jpg
7613038719597,Nestlé,,sinlac,0.0,0.0,0.0,0.0,
4056489158134,Ismeretlen,,almalé,0.0,0.0,0.0,0.0,
5997381372039,Vitalis,,Protein oat porridge caramel flavour,379.0,19.3,6.1,57.9,https://images.openfoodfacts.org/images/products/599/738/137/2039/front_en.3.400.jpg
5999076239832,Biotech USA,,Protein Pudding,337.1,60.0,4.3,7.1,
5998400312074,Cerbona,,Muesli bar,360.0,6.5,13.0,65.5,
5997536305028,Ismeretlen,,Danone,78.0,2.9,2.0,12.1,https://images.openfoodfacts.org/images/products/599/753/630/5028/front_en.4.400.jpg
5999062601247,Ismeretlen,,Reál vaníliás jégkrém,343.0,3.1,25.0,24.0,
8586000510760,realnature,,Görög Joghurt Natúr,136.0,4.0,10.9,5.8,https://images.openfoodfacts.org/images/products/858/600/051/0760/front_en.3.400.jpg
4099200046709,Snack Fun,Sótlan mogyoró erdnuss hälften,Sótlan mogyoró erdnuss hälften,626.0,25.0,52.0,11.0,https://images.openfoodfacts.org/images/products/409/920/004/6709/front_fr.3.400.jpg
5949084015560,Auchan,Cocos & Peanuts Croissant Duo,Cocos & Peanuts Croissant Duo,436.0,21.0,25.6,44.5,https://images.openfoodfacts.org/images/products/594/908/401/5560/front_hu.3.400.jpg
5051007108461,Tesco,Corn-flakes (Kukoricapehely),Corn-flakes (Kukoricapehely),382.0,8.4,4.8,82.0,https://images.openfoodfacts.org/images/products/505/100/710/8461/front_hu.3.400.jpg
5999567160089,Activē,,Cinnamon apple pie,282.0,44.1,1.2,19.0,
5200314327243,Ismeretlen,,Mastiha sugarfee greek chewing gum,176.0,0.0,0.0,73.0,https://images.openfoodfacts.org/images/products/520/031/432/7243/front_fr.3.400.jpg
5998200750069,Pöttyös,,Turo bonbon,397.0,9.3,22.0,41.0,
4056489271307,Pikok,,Nagyi májas,246.0,12.0,22.0,0.5,https://images.openfoodfacts.org/images/products/405/648/927/1307/front_en.3.400.jpg
8424536921462,floriol,,Huile d'olive,822.0,0.0,91.3,6.0,https://images.openfoodfacts.org/images/products/842/453/692/1462/front_en.7.400.jpg
5999076237166,Biotechusa,,ISO whey zéro naturel,355.0,82.0,2.0,2.1,https://images.openfoodfacts.org/images/products/599/907/623/7166/front_en.3.400.jpg
5999076251681,Biotechusa,,Bpump,258.0,48.0,0.0,14.0,https://images.openfoodfacts.org/images/products/599/907/625/1681/front_en.4.400.jpg
5999033884259,Spar,SPAR Zabpehely Nagyszemű,SPAR Zabpehely Nagyszemű,372.0,13.5,7.0,58.7,https://images.openfoodfacts.org/images/products/599/903/388/4259/front_hu.10.400.jpg
5900675000433,Belin,Forest fruit flavoured,Forest fruit flavoured,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/590/067/500/0433/front_hu.3.400.jpg
4337256270816,Gran mare,,"Tuna, shredded in sunflower oil",163.0,14.0,9.5,5.5,https://images.openfoodfacts.org/images/products/433/725/627/0816/front_en.3.400.jpg
5999886580995,Nber,,Üccsi,45.0,0.0,0.0,10.9,https://images.openfoodfacts.org/images/products/599/988/658/0995/front_en.3.400.jpg
5992895002168,Salty roppanj rá,,Diákcsemege,464.0,14.0,26.0,42.0,https://images.openfoodfacts.org/images/products/599/289/500/2168/front_en.3.400.jpg
5995663969472,Master good Sága,,Füstli sajtos,233.0,12.0,19.0,3.3,https://images.openfoodfacts.org/images/products/599/566/396/9472/front_en.3.400.jpg
24025812,Nature's Gold,Mexikói zöldségkeverék,Mexikói zöldségkeverék,123.0,6.6,0.6,20.0,https://images.openfoodfacts.org/images/products/000/002/402/5812/front_hu.4.400.jpg
5051007108119,VARIETAL WINE,,CABERNET SAUVIGNON,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/505/100/710/8119/front_cs.3.400.jpg
24241403,Merian Foods,Baromfi Virsli - Nem ehető műbélben,Baromfi Virsli - Nem ehető műbélben,207.0,11.0,17.0,2.5,https://images.openfoodfacts.org/images/products/000/002/424/1403/front_hu.12.400.jpg
5998200562112,Falusi,,Félzsíros tehéntúró,143.0,16.2,7.0,3.7,
7622300570316,Tuc,tuc mini füstölt bacon,tuc mini füstölt bacon,499.0,7.9,24.0,62.0,
5998200460708,Ismeretlen,,mizo tejföl 20%,0.0,0.0,0.0,0.0,
0212002686360,Eridanous,,Vine Leaves Stuffed with Rice,139.0,2.1,6.8,16.5,https://images.openfoodfacts.org/images/products/021/200/268/6360/front_en.3.400.jpg
5999882960104,Privát,,Natúr Joghurt,53.0,3.2,3.0,2.8,
5998200750298,Milli,Jegeskávé 0%,Jegeskávé 0%,54.0,3.0,2.2,5.3,
5051007116503,Tesco,,Mushroom stock cube,50.0,1.0,3.0,5.0,https://images.openfoodfacts.org/images/products/505/100/711/6503/front_en.3.400.jpg
5999033886703,Spar,,Tejföl free from,205.0,2.5,20.0,3.2,https://images.openfoodfacts.org/images/products/599/903/388/6703/front_hu.4.400.jpg
4337256206587,Penny,,"Peanuts, roasted",633.0,19.7,55.8,12.9,https://images.openfoodfacts.org/images/products/433/725/620/6587/front_en.3.400.jpg
5999076420384,Biotech,,Oat fruit,441.0,5.8,19.0,59.0,https://images.openfoodfacts.org/images/products/599/907/642/0384/front_en.3.400.jpg
5998403700113,corn & joy,,natural crackbread,353.0,7.8,1.7,74.0,https://images.openfoodfacts.org/images/products/599/840/370/0113/front_en.3.400.jpg
5999100028760,SCITEC NUTRITION,,OAT BAR  - coco,463.0,6.4,21.0,62.0,https://images.openfoodfacts.org/images/products/599/910/002/8760/front_en.3.400.jpg
8588000276264,Mánya,Tarka leveskeverék,Tarka leveskeverék,327.4,19.6,1.0,60.1,https://images.openfoodfacts.org/images/products/858/800/027/6264/front_hu.10.400.jpg
5998704307066,Vita Sütő,,Élesztő nélküli kenyér,254.0,8.1,3.4,45.3,
5998201214416,Tolle,,"UHT Milk 1,5%",44.0,3.1,1.5,4.6,
5999100028753,SCITEC NUTRITION,,OAT BAR - fruits rouges,491.0,5.7,25.0,62.0,https://images.openfoodfacts.org/images/products/599/910/002/8753/front_en.3.400.jpg
5999559310942,BiOrganik,Barnarizs-kása,Barnarizs-kása,362.0,7.4,3.1,75.0,https://images.openfoodfacts.org/images/products/599/955/931/0942/front_hu.9.400.jpg
4388441355993,Penny,,Rolled oat flakes fine,371.0,13.2,6.7,59.5,https://images.openfoodfacts.org/images/products/438/844/135/5993/front_en.5.400.jpg
5998208925995,Szarvasi,,"Mozzarella, mini",241.0,19.0,18.0,1.0,https://images.openfoodfacts.org/images/products/599/820/892/5995/front_en.3.400.jpg
5999881012026,Ismeretlen,,Retekcsíra,0.0,0.0,0.0,0.0,
5999887702235,Hester's Life,,Peachy Granola,367.0,10.0,9.3,60.0,https://images.openfoodfacts.org/images/products/599/988/770/2235/front_en.3.400.jpg
5999100028777,SCITEC NUTRITION,,OAT BAR noix,469.0,6.8,23.0,59.0,https://images.openfoodfacts.org/images/products/599/910/002/8777/front_en.3.400.jpg
5999567470201,Polcz,,Zöldséges lencseragu,134.0,5.1,6.4,10.8,https://images.openfoodfacts.org/images/products/599/956/747/0201/front_en.4.400.jpg
4056489708940,bellarom (lidl),,Guatemala,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/405/648/970/8940/front_hr.8.400.jpg
4099200703237,"Privát hús,Aldi",Lángolt kolbász,Lángolt kolbász,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/409/920/070/3237/front_hu.7.400.jpg
24051941,Nature's Gold,Rántott trappista sajt natúr,Rántott trappista sajt natúr,273.0,12.0,15.0,21.0,https://images.openfoodfacts.org/images/products/000/002/405/1941/front_hu.4.400.jpg
4099200701196,Primana,Panírozott csirkemell,Panírozott csirkemell,196.0,15.0,8.0,16.0,https://images.openfoodfacts.org/images/products/409/920/070/1196/front_hu.4.400.jpg
5995663972120,Ismeretlen,,Saga fini mini sonka,106.0,18.0,3.0,2.0,
5999033894104,Spar,"Spar UHT tej 2,8%","Spar UHT tej 2,8%",0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/903/389/4104/front_hu.3.400.jpg
3083681063332,Bonduelle,Vapeur Royal zöldségkeverék 400 g,daržovių mišinys,28.0,1.5,0.3,3.5,https://images.openfoodfacts.org/images/products/308/368/106/3332/front_lt.3.400.jpg
5900334003454,Nestea,,Lemon tea,18.0,0.5,0.5,4.5,https://images.openfoodfacts.org/images/products/590/033/400/3454/front_fr.3.400.jpg
5995927810687,Karát,,Chicken ham,109.0,15.0,4.5,2.0,https://images.openfoodfacts.org/images/products/599/592/781/0687/front_en.3.400.jpg
5999076238606,Biotech USA,,100% pure whey raspberry cheesecake,386.0,75.0,6.4,4.6,
3083680566377,Bonduelle,4 évszak zöldségkeverék 400 g,4 Seasons Mix,38.0,2.5,0.4,4.4,https://images.openfoodfacts.org/images/products/308/368/056/6377/front_lt.3.400.jpg
4061459535631,Cucina Nobile,,Spaghetti,351.0,12.0,1.4,71.0,https://images.openfoodfacts.org/images/products/406/145/953/5631/front_en.3.400.jpg
4056489271314,Solevita,Multivitamin juice,Сок от плодове и зеленчуци,48.0,0.5,0.5,11.3,https://images.openfoodfacts.org/images/products/405/648/927/1314/front_hu.26.400.jpg
5999861646043,Happy naturals,,Organic Matcha powder,315.0,23.0,2.5,33.0,https://images.openfoodfacts.org/images/products/599/986/164/6043/front_en.3.400.jpg
5992734201400,Gierlinger,,Bacon,363.0,12.0,35.0,0.0,
3083680053303,Bonduelle,Gold csemegekukorica 340 g,Csemege kukorica,73.0,2.7,1.4,11.0,https://images.openfoodfacts.org/images/products/308/368/005/3303/front_en.3.400.jpg
5997176703291,Bakker,,Protein flow,393.0,71.0,5.4,14.0,
5999862168001,Nano supps,,Protein POPS,436.0,26.4,22.0,43.0,https://images.openfoodfacts.org/images/products/599/986/216/8001/front_en.6.400.jpg
5999559314810,Naturmind,Tápiókakeményítő,Tápiókakeményítő,348.0,0.1,0.0,87.0,https://images.openfoodfacts.org/images/products/599/955/931/4810/front_hu.11.400.jpg
7622201421922,Milka,,Waffelini,530.0,4.8,28.0,63.0,https://images.openfoodfacts.org/images/products/762/220/142/1922/front_fr.5.400.jpg
5999888045409,Bakerház,Vadkovászos parasztkenyér,Vadkovászos parasztkenyér,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/988/804/5409/front_hu.10.400.jpg
5999076240432,Biotech Usa,,Biotech Usa protein soup,368.0,50.0,4.7,28.0,https://images.openfoodfacts.org/images/products/599/907/624/0432/front_en.3.400.jpg
5998200561580,Superbrands,,Rögös turo,143.0,16.2,7.0,3.7,https://images.openfoodfacts.org/images/products/599/820/056/1580/front_en.3.400.jpg
5999100026254,Scutellaire nutrition,,Protéines pancake,398.0,29.0,9.1,47.0,
5999564155552,Szafi reform,,Tomato Sauce,51.0,1.5,0.5,12.0,
3083681130164,Bonduelle,Brokkolirizs,Riz de broccolis,24.0,1.8,0.4,2.1,
5999076249107,BiotechUSA,,ISO WHEY ZERO,351.0,83.0,0.5,3.5,https://images.openfoodfacts.org/images/products/599/907/624/9107/front_en.3.400.jpg
5997659523705,Ismeretlen,,Green Time fitness mix,23.0,1.6,0.5,3.0,
4061459535082,Ismeretlen,,choceur martzipan cherry with jamaican rum,0.0,0.0,0.0,0.0,
4056489184447,Lidl,,Super fruits rosehip & raspberry,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/405/648/918/4447/front_hr.11.400.jpg
5999860692089,Foody Free,,Foody Free Oat Chips,466.0,7.0,22.0,57.0,
5995663940150,Master good,,Selyem sonka,123.0,15.0,5.0,3.8,
5998301314627,Fevita,,Gyumolcs keverek,60.0,1.4,0.4,9.7,https://images.openfoodfacts.org/images/products/599/830/131/4627/front_en.3.400.jpg
5997465300781,Riceland,,Basmati Rizs,348.0,8.0,0.8,76.8,
5995664200277,Valdor,,Csirkemell filé,120.0,22.5,2.6,0.0,
5997380351899,Detki,,Cukormentes vaníliás keksz,413.0,9.1,16.1,59.6,
5998207772040,Magic milk,,Caucasian kefir,57.0,3.0,3.0,4.6,https://images.openfoodfacts.org/images/products/599/820/777/2040/front_en.3.400.jpg
5999883192115,Ismeretlen,,Málnás pehelycukor,374.0,0.0,0.0,94.0,
5999566560507,All in Nature,,Somloi galuska,216.0,5.8,18.2,19.0,
5997381370318,Dr. Oetker,,Vitalis Zabkása Vörös áfonyás,105.0,2.9,1.9,17.0,https://images.openfoodfacts.org/images/products/599/738/137/0318/front_en.4.400.jpg
5997523328238,Soba,,Teriyaki flavored noodles,198.0,4.4,8.3,25.0,https://images.openfoodfacts.org/images/products/599/752/332/8238/front_en.3.400.jpg
5997690719204,Ismeretlen,,apple crisps,0.0,0.0,0.0,0.0,
5999033883207,Spar,,S-Budget milk 2.8% UHT,56.0,3.0,2.8,4.6,https://images.openfoodfacts.org/images/products/599/903/388/3207/front_hu.3.400.jpg
5997427313873,LavinaFree,,NonoMagyarosBuci,255.0,5.7,5.2,38.0,
5995910715913,Valdor,Csirkemell filé - gluténmentes panírban,Csirkemell filé - gluténmentes panírban,189.0,16.0,7.2,14.0,https://images.openfoodfacts.org/images/products/599/591/071/5913/front_hu.4.400.jpg
5051007103275,Tesco,,Erdbeerpudding,0.0,0.0,0.0,0.0,
5999033871006,Spar Budget,,Étkezési búzadara,347.0,9.4,1.0,73.0,https://images.openfoodfacts.org/images/products/599/903/387/1006/front_en.8.400.jpg
0033316367901,Lidl,,Fusilloni,0.0,0.0,0.0,0.0,
5999033881463,Spar,"UHT tej 2,8%","UHT tej 2,8%",0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/903/388/1463/front_hu.10.400.jpg
5998400312067,Cerbona,,Selection müzliszelet,408.0,5.8,13.6,63.6,https://images.openfoodfacts.org/images/products/599/840/031/2067/front_en.3.400.jpg
4820209111132,Ismeretlen,Biola,Biola,0.0,0.0,0.0,0.0,
5998815123395,Sió,Sio,Sio,34.0,0.5,0.0,8.0,https://images.openfoodfacts.org/images/products/599/881/512/3395/front_hu.4.400.jpg
5999539469936,Ismeretlen,Csokitojas,Csokitojas,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/953/946/9936/front_hu.3.400.jpg
5999543465559,Haas,Haas puding kokusz,Haas puding kokusz,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/954/346/5559/front_hu.3.400.jpg
5999886190118,Ismeretlen,Kókusz olaj,Kókusz olaj,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/599/988/619/0118/front_hu.3.400.jpg
3800225340519,Ismeretlen,,Freyma's sticks,0.0,0.0,0.0,0.0,
5998815123661,Sio,Zero Őszibaracklé,Oszibarack Zero,10.0,0.5,0.0,1.8,
4014400934038,Storck,,Coconut Collection,606.0,7.8,44.2,43.1,https://images.openfoodfacts.org/images/products/401/440/093/4038/front_lt.16.400.jpg
5999570282068,Ismeretlen,,Teslatesla,386.0,79.0,3.3,15.0,
5999076238460,Biotech USA,,100% pure whey bourbon vanilla,384.0,76.0,6.4,4.9,
5995927810700,Karát,,Csirkemell sonka paradicsom-parika,109.0,15.0,4.5,2.0,https://images.openfoodfacts.org/images/products/599/592/781/0700/front_en.3.400.jpg
5900120064898,Pilos,,Gouda cheese,334.0,25.0,26.0,0.1,https://images.openfoodfacts.org/images/products/590/012/006/4898/front_en.3.400.jpg
4337256274777,Milkeria,,Cottage cheese,99.0,12.5,4.5,2.0,https://images.openfoodfacts.org/images/products/433/725/627/4777/front_en.3.400.jpg
5998003165824,"Herz, Pick Szeged",Füstölt-főtt csirkemell sonka,Füstölt-főtt csirkemell sonka,110.0,22.0,2.2,0.5,https://images.openfoodfacts.org/images/products/599/800/316/5824/front_hu.3.400.jpg
4099200704852,Primana,Töltött csirkemell kolbászos - sajtos,Töltött csirkemell kolbászos - sajtos,238.0,11.0,14.0,17.0,https://images.openfoodfacts.org/images/products/409/920/070/4852/front_hu.3.400.jpg
5999076251131,BioTechUSA,,Rice Pudding,365.0,6.0,1.4,81.0,https://images.openfoodfacts.org/images/products/599/907/625/1131/front_en.10.400.jpg
5999566243486,Halal amana service,,Tender poulet corn flakes,181.0,14.0,5.8,18.0,https://images.openfoodfacts.org/images/products/599/956/624/3486/front_en.4.400.jpg
5999076238514,Biotech USA,,100% pure whey coconut chocolate,381.0,74.0,6.6,5.5,https://images.openfoodfacts.org/images/products/599/907/623/8514/front_en.4.400.jpg
5999885568390,Ismeretlen,,Paprikád csirke,193.0,11.0,6.4,22.7,
5999559314063,Naturmind,,Tápiókagyöngy (Tapioca Pearls),356.0,0.0,1.0,88.4,https://images.openfoodfacts.org/images/products/599/955/931/4063/front_en.3.400.jpg
5998200481697,Mizo,,Kókusz-Mandula ízű Latte,48.0,3.3,1.5,5.3,https://images.openfoodfacts.org/images/products/599/820/048/1697/front_hu.7.400.jpg
8586017486355,Natural Nutrition,,peanut butter,580.0,25.7,46.1,11.9,https://images.openfoodfacts.org/images/products/858/601/748/6355/front_fr.3.400.jpg
